dim,forward_kl_mean_reward,best_wasserstein_lambda,best_wasserstein_reward,best_partial_lambda,best_partial_reward,best_unbalanced_lambda,best_unbalanced_reward,all_ot_beat_kl
3,-0.3521205484867096,0.05,-0.3611258417367935,0.1,-0.35588936507701874,0.3,-0.357286736369133,0
4,-0.4236387312412262,0.03,-0.48147109150886536,0.3,-0.4775895029306412,0.05,-0.47718101739883423,0
5,-0.5527169406414032,0.05,-0.6016813516616821,0.05,-0.5958806574344635,0.05,-0.596633791923523,0
8,-0.7523773312568665,0.1,-0.9539176821708679,1.0,-0.9497524797916412,0.3,-0.9557453989982605,0
