dim,forward_kl_mean_reward,reverse_kl_mean_reward,best_wasserstein_lambda,best_wasserstein_reward,best_partial_lambda,best_partial_reward,best_unbalanced_lambda,best_unbalanced_reward,best_partial_minus_kl,best_l2_lambda,best_l2_reward,best_l2_minus_kl,best_ot_minus_reverse_kl,best_l2_minus_reverse_kl,all_ot_beat_kl
2,-0.10355174541473389,-0.05742077281077703,0.03,-0.16624564925829569,0.03,-0.22004014253616333,0.03,-0.16464782257874808,-0.11648839712142944,0.03,-0.16439248621463776,-0.06084074079990387,-0.10722704976797104,-0.10697171340386072,0
4,-0.18927274147669473,-0.07566643009583156,0.03,-0.3341068625450134,0.03,-0.3569212853908539,0.05,-0.3290295700232188,-0.16764854391415915,0.03,-0.33052314321200055,-0.14125040173530581,-0.25336313992738724,-0.254856713116169,0
8,-0.3616248468557994,-0.11906294524669647,0.05,-0.664819339911143,0.03,-0.6912393172581991,0.1,-0.6589501897493998,-0.3296144704023997,0.03,-0.6589928070704142,-0.2973679602146148,-0.5398872445027033,-0.5399298618237177,0
