dim,forward_kl_mean_reward,reverse_kl_mean_reward,best_wasserstein_lambda,best_wasserstein_reward,best_partial_lambda,best_partial_reward,best_unbalanced_lambda,best_unbalanced_reward,best_partial_minus_kl,best_l2_lambda,best_l2_reward,best_l2_minus_kl,best_ot_minus_reverse_kl,best_l2_minus_reverse_kl,all_ot_beat_kl
2,-0.8149924278259277,-0.8576794862747192,0.03,-0.1689325819412867,0.03,-0.43539975086847943,0.03,-0.16537553568681082,0.3795926769574483,0.03,-0.1644530047972997,0.650539423028628,0.6923039505879084,0.6932264814774195,1
4,-1.0473665396372478,-1.0276667873064678,0.05,-0.33256132404009503,0.03,-0.6298660635948181,0.03,-0.3320722778638204,0.4175004760424297,0.03,-0.3275741736094157,0.719792366027832,0.6955945094426474,0.700092613697052,1
8,-1.4173524777094524,-1.3395903905232747,0.03,-0.6624111930529276,0.03,-0.9307242433230082,0.1,-0.6607765158017477,0.4866282343864442,0.05,-0.6583382288614908,0.7590142488479615,0.678813874721527,0.6812521616617838,1
