dim,forward_kl_mean_reward,reverse_kl_mean_reward,best_wasserstein_lambda,best_wasserstein_reward,best_partial_lambda,best_partial_reward,best_unbalanced_lambda,best_unbalanced_reward,best_partial_minus_kl,best_l2_lambda,best_l2_reward,best_l2_minus_kl,best_ot_minus_reverse_kl,best_l2_minus_reverse_kl,all_ot_beat_kl
2,-0.17493745684623718,-0.1636181672414144,0.03,-0.1656956970691681,0.03,-0.197475994626681,0.05,-0.16357714434464773,-0.022538537780443818,1.0,-0.1642735501130422,0.010663906733194978,4.10228967666626e-05,-0.0006553828716278076,0
4,-0.3040808141231537,-0.24508023262023926,0.05,-0.3306668698787689,0.03,-0.3741100033124288,0.3,-0.3298106590906779,-0.07002918918927509,1.0,-0.3289187451203664,-0.02483793099721271,-0.08473042647043866,-0.08383851250012714,0
8,-0.4990413884321849,-0.282416969537735,0.05,-0.6604356567064921,0.03,-0.7192556858062744,0.1,-0.6565836866696676,-0.22021429737408954,0.03,-0.6581655542055765,-0.15912416577339167,-0.3741667171319326,-0.37574858466784156,0
