dim,method,lambda,n_seeds,mean_reward_mean,mean_reward_std,bad_mass_mean,bad_mass_std,good_recall_mean,good_recall_std
2,bc,1.0,3,-1.1330345471700032,0.013576900985809668,0.13773333333333335,0.002472964932132186,0.04926666666666666,0.0016110727964792763
2,forward_kl,1.0,3,-0.47094716628392536,0.031342538567819454,0.012466666666666666,0.004533088228668055,0.09116666666666667,0.005756349151637306
2,l2_constraint,0.03,3,-0.16435069839159647,0.001970092263742579,0.0,0.0,0.2227,0.00122474487139159
2,l2_constraint,0.05,3,-0.16674086451530457,0.0005423021573473952,0.0,0.0,0.22186666666666666,0.002887136220470992
2,l2_constraint,0.1,3,-0.1649756282567978,0.0017062320114372435,0.0,0.0,0.2218,0.005404319260246072
2,l2_constraint,0.3,3,-0.16581977903842926,0.0020015261921237583,0.0,0.0,0.21916666666666665,0.0026144895401503387
2,l2_constraint,1.0,3,-0.16553393006324768,0.0009834354983861897,0.0,0.0,0.2222666666666667,0.006058235900179377
2,partial_ot,0.03,3,-0.2007173498471578,0.0032574642593410008,0.0,0.0,0.18603333333333336,0.003222145592958559
2,partial_ot,0.05,3,-0.42137715220451355,0.14190507070782002,0.0018000000000000002,0.0013140268896284684,0.08850000000000001,0.05557883290126436
2,partial_ot,0.1,3,-1.0354735652605693,0.09881835223187828,0.05826666666666667,0.008008467740807572,0.015366666666666667,0.0037615008824788128
2,partial_ot,0.3,3,-1.8759721517562866,0.2986746311919831,0.18653333333333333,0.08534878766306851,0.019600000000000003,0.0010984838035522713
2,partial_ot,1.0,3,-7.198093414306641,0.736196607182074,0.5108666666666667,0.022673969411836345,0.006333333333333333,0.00032998316455372183
2,reverse_kl,1.0,3,-0.3662397861480713,0.06403129952481841,0.005833333333333334,0.005282886416428891,0.11833333333333335,0.014619013494608852
2,unbalanced_ot,0.03,3,-0.16508727769056955,0.0012873305473794891,0.0,0.0,0.22156666666666666,0.0006548960901462791
2,unbalanced_ot,0.05,3,-0.16556223730246225,0.0018791063812241427,0.0,0.0,0.21856666666666666,0.0036790699307781014
2,unbalanced_ot,0.1,3,-0.16449588040510812,0.0014842999884922866,0.0,0.0,0.22483333333333333,0.0038792897402603072
2,unbalanced_ot,0.3,3,-0.16689918438593546,0.00042469622955819696,0.0,0.0,0.21630000000000002,0.004414370472294614
2,unbalanced_ot,1.0,3,-0.1685557415088018,0.0010003858015229447,0.0,0.0,0.22073333333333334,0.002422578974747548
2,wasserstein,0.03,3,-0.16714088122049967,0.0007202469041709364,0.0,0.0,0.22106666666666666,0.0036169354738814718
2,wasserstein,0.05,3,-0.16615444421768188,0.0022330217674067306,0.0,0.0,0.2197,0.002118175315375633
2,wasserstein,0.1,3,-0.16620864967505136,0.0006807224387783013,0.0,0.0,0.2192333333333333,0.004781445620544296
2,wasserstein,0.3,3,-0.17127937575181326,0.003699403981320221,0.0,0.0,0.2132333333333333,0.0023893281249943274
2,wasserstein,1.0,3,-0.17783679068088531,0.0010326426544393643,0.0,0.0,0.20636666666666667,0.0034451253807211224
4,bc,1.0,3,-1.419306715329488,0.016062096125223364,0.13756666666666664,0.0015755069730795323,0.013533333333333333,0.0013097921802925666
4,forward_kl,1.0,3,-0.5486232042312622,0.10381475329817666,0.0038999999999999994,0.0028717010057919793,0.0497,0.01738294183004323
4,l2_constraint,0.03,3,-0.32756948471069336,0.0019527889684316472,0.0,0.0,0.09086666666666667,0.0027133415233291653
4,l2_constraint,0.05,3,-0.32970168193181354,0.0019708341885053436,0.0,0.0,0.08896666666666665,0.0004988876515698558
4,l2_constraint,0.1,3,-0.32837769389152527,0.0016560708004307427,0.0,0.0,0.09349999999999999,0.002578113005022602
4,l2_constraint,0.3,3,-0.32897504170735675,0.002066720373138237,0.0,0.0,0.08953333333333334,0.0009672412085697889
4,l2_constraint,1.0,3,-0.32978737354278564,0.0027083638358564987,0.0,0.0,0.09253333333333334,0.0056369810675179245
4,partial_ot,0.03,3,-0.38145455718040466,0.008374265691281142,0.0,0.0,0.0725,0.003758545818087979
