dim,seed,method,lambda,mean_reward,bad_mass,good_recall,final_loss
2,0,bc,1.0,-1.625614881515503,0.019,0.0392,5.265657424926758
2,0,forward_kl,1.0,-0.2877315282821655,0.0,0.107,-0.223936527967453
2,0,l2_constraint,0.03,-0.1668054759502411,0.0,0.1581,0.3637830317020416
2,0,l2_constraint,0.05,-0.16895374655723572,0.0,0.1606,0.890640914440155
2,0,l2_constraint,0.1,-0.16366837918758392,0.0,0.164,1.672777533531189
2,0,l2_constraint,0.3,-0.16747894883155823,0.0,0.1559,3.8462255001068115
2,0,l2_constraint,1.0,-0.1719430834054947,0.0,0.1571,12.508207321166992
2,0,partial_ot,0.03,-0.21269550919532776,0.0,0.1321,-1.0137107372283936
2,0,partial_ot,0.05,-0.2556719183921814,0.0,0.1069,-1.677721619606018
2,0,partial_ot,0.1,-1.179036021232605,0.0,0.0075,-3.912691116333008
2,0,partial_ot,0.3,-3.6449124813079834,0.0667,0.0063,-21.492877960205078
2,0,partial_ot,1.0,-10.767641067504883,0.3786,0.0052,-136.98768615722656
2,0,reverse_kl,1.0,-0.2129407525062561,0.0,0.1417,-0.4307086169719696
2,0,unbalanced_ot,0.03,-0.16529029607772827,0.0,0.1571,0.029761791229248047
2,0,unbalanced_ot,0.05,-0.16840003430843353,0.0,0.1606,0.5477714538574219
2,0,unbalanced_ot,0.1,-0.1703384816646576,0.0,0.1554,0.10632747411727905
2,0,unbalanced_ot,0.3,-0.16833007335662842,0.0,0.1545,1.4966959953308105
2,0,unbalanced_ot,1.0,-0.8064054250717163,0.0004,0.0537,6.477546691894531
2,0,wasserstein,0.03,-0.1699853092432022,0.0,0.1567,0.6906546354293823
2,0,wasserstein,0.05,-0.17185449600219727,0.0,0.1495,0.6029711961746216
2,0,wasserstein,0.1,-0.17212189733982086,0.0,0.1573,1.3523335456848145
2,0,wasserstein,0.3,-0.32048940658569336,0.0,0.0914,3.450059175491333
2,0,wasserstein,1.0,-1.594787359237671,0.0203,0.0395,10.557133674621582
2,1,bc,1.0,-1.6186989545822144,0.0212,0.0373,5.0909504890441895
2,1,forward_kl,1.0,-0.2723199427127838,0.0,0.1156,-0.1558171808719635
2,1,l2_constraint,0.03,-0.1622326523065567,0.0,0.1603,0.416833758354187
2,1,l2_constraint,0.05,-0.16443566977977753,0.0,0.1578,0.9427293539047241
2,1,l2_constraint,0.1,-0.16705547273159027,0.0,0.1589,1.193727970123291
2,1,l2_constraint,0.3,-0.16657911241054535,0.0,0.1631,4.349321365356445
2,1,l2_constraint,1.0,-0.16719172894954681,0.0,0.1557,11.624995231628418
2,1,partial_ot,0.03,-0.22382961213588715,0.0,0.1217,-0.9279000759124756
2,1,partial_ot,0.05,-0.2757185399532318,0.0,0.0983,-1.4167762994766235
2,1,partial_ot,0.1,-1.3108530044555664,0.0,0.0052,-5.4484734535217285
2,1,partial_ot,0.3,-3.6526496410369873,0.0702,0.0073,-17.660259246826172
2,1,partial_ot,1.0,-8.05222225189209,0.3085,0.0089,-68.27779388427734
2,1,reverse_kl,1.0,-0.19844909012317657,0.0,0.155,0.06079624593257904
2,1,unbalanced_ot,0.03,-0.16548477113246918,0.0,0.1592,0.5630876421928406
2,1,unbalanced_ot,0.05,-0.16265371441841125,0.0,0.1648,0.4771570563316345
2,1,unbalanced_ot,0.1,-0.16501431167125702,0.0,0.1556,0.7911008596420288
2,1,unbalanced_ot,0.3,-0.17170441150665283,0.0,0.1542,0.7900184392929077
2,1,unbalanced_ot,1.0,-0.7641326189041138,0.0006,0.0601,6.360657215118408
2,1,wasserstein,0.03,-0.16341574490070343,0.0,0.1614,0.5009969472885132
2,1,wasserstein,0.05,-0.16982807219028473,0.0,0.1594,1.0509183406829834
2,1,wasserstein,0.1,-0.1762024462223053,0.0,0.1529,1.507144570350647
2,1,wasserstein,0.3,-0.3203115165233612,0.0,0.0978,3.9443986415863037
2,1,wasserstein,1.0,-1.5560468435287476,0.0174,0.0374,9.907759666442871
2,2,bc,1.0,-1.621992826461792,0.021,0.0377,5.470717430114746
2,2,forward_kl,1.0,-0.2627962529659271,0.0,0.1139,-0.17668238282203674
2,2,l2_constraint,0.03,-0.16437718272209167,0.0,0.1629,0.3181949555873871
2,2,l2_constraint,0.05,-0.16519060730934143,0.0,0.1605,0.7350351214408875
2,2,l2_constraint,0.1,-0.16353656351566315,0.0,0.1635,1.124069333076477
2,2,l2_constraint,0.3,-0.16892650723457336,0.0,0.1605,4.157792568206787
2,2,l2_constraint,1.0,-0.1712905466556549,0.0,0.1505,13.024266242980957
2,2,partial_ot,0.03,-0.24545857310295105,0.0,0.1124,-1.0304609537124634
2,2,partial_ot,0.05,-0.4743530750274658,0.0,0.0493,-1.6143529415130615
2,2,partial_ot,0.1,-1.4542120695114136,0.0,0.0025,-4.750161647796631
2,2,partial_ot,0.3,-3.1572864055633545,0.0686,0.0152,-16.854736328125
2,2,partial_ot,1.0,-8.58341121673584,0.3277,0.0086,-83.50823974609375
2,2,reverse_kl,1.0,-0.21039748191833496,0.0,0.1583,-0.38931164145469666
2,2,unbalanced_ot,0.03,-0.16790395975112915,0.0,0.156,0.26781222224235535
2,2,unbalanced_ot,0.05,-0.16119691729545593,0.0,0.1596,0.3317621946334839
2,2,unbalanced_ot,0.1,-0.16341383755207062,0.0,0.1668,0.3415510058403015
2,2,unbalanced_ot,0.3,-0.1722515970468521,0.0,0.1551,1.2349547147750854
2,2,unbalanced_ot,1.0,-0.8211015462875366,0.0009,0.0579,6.51821756362915
2,2,wasserstein,0.03,-0.16871163249015808,0.0,0.1585,0.5699893236160278
2,2,wasserstein,0.05,-0.16744066774845123,0.0,0.1601,0.6642230749130249
2,2,wasserstein,0.1,-0.17628732323646545,0.0,0.1488,1.5809810161590576
2,2,wasserstein,0.3,-0.3321312367916107,0.0,0.0938,4.028140068054199
2,2,wasserstein,1.0,-1.510790467262268,0.0148,0.0396,10.9056396484375
4,0,bc,1.0,-1.7731066942214966,0.0197,0.0141,5.445150852203369
4,0,forward_kl,1.0,-0.3219940960407257,0.0,0.0555,-1.2251882553100586
4,0,l2_constraint,0.03,-0.33405113220214844,0.0,0.0496,0.8049553632736206
4,0,l2_constraint,0.05,-0.3336842954158783,0.0,0.0453,1.3367033004760742
4,0,l2_constraint,0.1,-0.3290996551513672,0.0,0.0443,1.8857109546661377
4,0,l2_constraint,0.3,-0.3331824243068695,0.0,0.0452,4.778498649597168
4,0,l2_constraint,1.0,-0.3359880745410919,0.0,0.0463,16.23685073852539
4,0,partial_ot,0.03,-0.36270028352737427,0.0,0.0418,-1.4057912826538086
4,0,partial_ot,0.05,-0.418642520904541,0.0,0.0301,-1.6768690347671509
4,0,partial_ot,0.1,-1.5954500436782837,0.0,0.0006,-3.769042491912842
4,0,partial_ot,0.3,-3.7003698348999023,0.0426,0.0006,-20.32706069946289
4,0,partial_ot,1.0,-9.473590850830078,0.3382,0.0009,-100.7173843383789
4,0,reverse_kl,1.0,-0.2946472764015198,0.0,0.0731,-1.5082217454910278
4,0,unbalanced_ot,0.03,-0.3353492319583893,0.0,0.0489,0.5142695903778076
4,0,unbalanced_ot,0.05,-0.32992473244667053,0.0,0.0491,0.529880702495575
4,0,unbalanced_ot,0.1,-0.3293335437774658,0.0,0.0456,0.869908332824707
4,0,unbalanced_ot,0.3,-0.3363916873931885,0.0,0.0462,1.8662116527557373
4,0,unbalanced_ot,1.0,-0.9042141437530518,0.0004,0.0165,6.552585601806641
4,0,wasserstein,0.03,-0.33045482635498047,0.0,0.0501,0.4190415143966675
4,0,wasserstein,0.05,-0.3349171578884125,0.0,0.045,0.8594152927398682
4,0,wasserstein,0.1,-0.3392137587070465,0.0,0.0427,2.19169545173645
4,0,wasserstein,0.3,-0.4750765264034271,0.0,0.0277,3.6897573471069336
4,0,wasserstein,1.0,-1.7346550226211548,0.0175,0.0114,11.721421241760254
4,1,bc,1.0,-1.799055814743042,0.0232,0.0122,5.3989667892456055
4,1,forward_kl,1.0,-0.3771537244319916,0.0,0.0474,-0.18563881516456604
4,1,l2_constraint,0.03,-0.3288896083831787,0.0,0.0458,0.7902489304542542
4,1,l2_constraint,0.05,-0.3315443992614746,0.0,0.052,0.785100519657135
4,1,l2_constraint,0.1,-0.3322755992412567,0.0,0.0454,1.2987788915634155
4,1,l2_constraint,0.3,-0.3333719074726105,0.0,0.0488,3.985959768295288
4,1,l2_constraint,1.0,-0.3399137258529663,0.0,0.0498,14.503524780273438
4,1,partial_ot,0.03,-0.3495293855667114,0.0,0.0471,-0.5242264270782471
4,1,partial_ot,0.05,-0.37325525283813477,0.0,0.0364,-2.0144124031066895
4,1,partial_ot,0.1,-1.9373421669006348,0.0,0.0002,-5.737005233764648
4,1,partial_ot,0.3,-3.251039505004883,0.0514,0.003,-17.90406608581543
4,1,partial_ot,1.0,-9.45615005493164,0.3402,0.0006,-97.09638977050781
4,1,reverse_kl,1.0,-0.2647630274295807,0.0,0.0908,-0.9835976958274841
4,1,unbalanced_ot,0.03,-0.33035576343536377,0.0,0.0482,0.5818125009536743
4,1,unbalanced_ot,0.05,-0.3327358365058899,0.0,0.048,0.23461002111434937
4,1,unbalanced_ot,0.1,-0.33438339829444885,0.0,0.0475,0.49913978576660156
4,1,unbalanced_ot,0.3,-0.3373459577560425,0.0,0.0465,1.3525269031524658
4,1,unbalanced_ot,1.0,-0.9386411905288696,0.0007,0.0174,7.051336288452148
4,1,wasserstein,0.03,-0.33647435903549194,0.0,0.0471,1.0316897630691528
4,1,wasserstein,0.05,-0.3319350481033325,0.0,0.0479,0.7178570032119751
4,1,wasserstein,0.1,-0.3425881266593933,0.0,0.0432,2.0155575275421143
