dim,forward_kl_mean_reward,reverse_kl_mean_reward,best_wasserstein_lambda,best_wasserstein_reward,best_partial_lambda,best_partial_reward,best_unbalanced_lambda,best_unbalanced_reward,best_partial_minus_kl,best_l2_lambda,best_l2_reward,best_l2_minus_kl,best_ot_minus_reverse_kl,best_l2_minus_reverse_kl,all_ot_beat_kl
2,-0.43088165918986004,-0.36071790258089703,0.03,-0.1688586970170339,0.03,-0.2216670165459315,0.03,-0.16532321274280548,0.20921464264392856,0.03,-0.1643716941277186,0.2665099650621414,0.19539468983809155,0.19634620845317843,1
4,-0.6380033095677694,-0.5274884502092997,0.05,-0.3324290414651235,0.03,-0.35450929403305054,0.03,-0.33197734753290814,0.28349401553471887,0.03,-0.32746289173762005,0.31054041783014935,0.19551110267639155,0.20002555847167963,1
8,-0.8429877956708273,-0.6689874132474264,0.03,-0.6623809337615967,0.03,-0.6859080592791239,0.1,-0.6600329081217448,0.15707973639170336,0.05,-0.6581990122795105,0.18478878339131677,0.008954505125681633,0.01078840096791589,1
